time /s	I /mA	E /V
0.200	209.601	3.536
0.400	209.894	3.536
0.600	209.914	3.537
0.800	209.920	3.537
1.000	209.928	3.537
1.200	209.929	3.537
1.400	209.931	3.537
1.600	209.934	3.537
1.800	209.936	3.537
2.000	209.936	3.537
2.200	209.936	3.537
2.400	209.937	3.537
2.600	209.939	3.537
2.800	209.938	3.537
3.000	209.940	3.537
3.200	209.941	3.537
3.400	209.939	3.537
3.600	209.939	3.537
3.800	209.939	3.537
4.000	209.939	3.537
4.200	209.939	3.537
4.400	209.939	3.537
4.600	209.938	3.537
4.800	209.940	3.537
5.000	209.941	3.537
5.200	209.942	3.537
5.400	209.941	3.537
5.600	209.941	3.538
5.800	209.941	3.538
6.000	209.941	3.538
6.200	209.941	3.538
6.400	209.941	3.538
6.600	209.943	3.538
6.800	209.942	3.538
7.000	209.942	3.538
7.200	209.942	3.538
7.400	209.941	3.538
7.600	209.942	3.538
7.800	209.941	3.538
8.000	209.942	3.538
8.200	209.942	3.538
8.400	209.942	3.538
8.600	209.941	3.538
8.800	209.941	3.538
9.000	209.942	3.538
9.200	209.943	3.538
9.400	209.941	3.538
9.600	209.940	3.538
9.800	209.941	3.538
10.000	209.942	3.538
10.200	209.943	3.538
10.400	209.941	3.538
10.600	209.941	3.538
10.800	209.942	3.538
11.000	209.944	3.538
11.200	209.943	3.538
11.400	209.945	3.538
11.600	209.944	3.538
11.800	209.944	3.538
12.000	209.943	3.538
12.200	209.944	3.538
12.400	209.944	3.538
12.600	209.943	3.538
12.800	209.944	3.538
13.000	209.945	3.538
13.200	209.942	3.538
13.400	209.943	3.538
13.600	209.944	3.538
13.800	209.944	3.539
14.000	209.944	3.539
14.200	209.945	3.539
14.400	209.943	3.539
14.600	209.944	3.539
14.800	209.945	3.539
15.000	209.945	3.539
15.200	209.946	3.539
15.400	209.944	3.539
15.600	209.944	3.539
15.800	209.943	3.539
16.000	209.942	3.539
16.200	209.944	3.539
16.400	209.942	3.539
16.600	209.942	3.539
16.800	209.943	3.539
17.000	209.944	3.539
17.200	209.944	3.539
17.400	209.944	3.539
17.600	209.944	3.539
17.800	209.944	3.539
18.000	209.945	3.539
18.200	209.945	3.539
18.400	209.945	3.539
18.600	209.943	3.539
18.800	209.944	3.539
19.000	209.946	3.539
19.200	209.945	3.539
19.400	209.945	3.539
19.600	209.946	3.539
19.800	209.946	3.539
20.000	209.946	3.539
20.200	209.946	3.539
20.400	209.945	3.539
20.600	209.945	3.539
20.800	209.945	3.539
21.000	209.945	3.539
21.200	209.945	3.539
21.400	209.945	3.539
21.600	209.945	3.539
21.800	209.944	3.539
22.000	209.945	3.539
22.200	209.944	3.539
22.400	209.944	3.539
22.600	209.943	3.539
22.800	209.947	3.539
23.000	209.946	3.539
23.200	209.946	3.539
23.400	209.946	3.540
23.600	209.946	3.540
23.800	209.945	3.540
24.000	209.944	3.540
24.200	209.944	3.540
24.400	209.945	3.540
24.600	209.945	3.540
24.800	209.944	3.540
25.000	209.945	3.540
25.200	209.944	3.540
25.400	209.946	3.540
25.600	209.946	3.540
25.800	209.944	3.540
26.000	209.945	3.540
26.200	209.945	3.540
26.400	209.943	3.540
26.600	209.944	3.540
26.800	209.945	3.540
27.000	209.944	3.540
27.200	209.945	3.540
27.400	209.945	3.540
27.600	209.946	3.540
27.800	209.946	3.540
28.000	209.945	3.540
28.200	209.946	3.540
28.400	209.946	3.540
28.600	209.946	3.540
28.800	209.947	3.540
29.000	209.946	3.540
29.200	209.946	3.540
29.400	209.944	3.540
29.600	209.945	3.540
29.800	209.944	3.540
30.000	209.944	3.540
30.200	209.945	3.540
30.400	209.944	3.540
30.600	209.944	3.540
30.800	209.945	3.540
31.000	209.944	3.540
31.200	209.943	3.540
31.400	209.944	3.540
31.600	209.944	3.540
31.800	209.945	3.540
32.000	209.945	3.540
32.200	209.944	3.540
32.400	209.943	3.540
32.600	209.944	3.540
32.800	209.944	3.540
33.000	209.945	3.540
33.200	209.944	3.540
33.400	209.946	3.540
33.600	209.945	3.540
33.800	209.946	3.540
34.000	209.945	3.540
34.200	209.945	3.540
34.400	209.946	3.540
34.600	209.945	3.540
34.800	209.946	3.540
35.000	209.946	3.540
35.200	209.946	3.540
35.400	209.946	3.540
35.600	209.945	3.540
35.800	209.946	3.540
36.000	209.945	3.541
36.200	209.946	3.541
36.400	209.946	3.540
36.600	209.944	3.541
36.800	209.948	3.541
37.000	209.945	3.541
37.200	209.946	3.541
37.400	209.944	3.541
37.600	209.944	3.541
37.800	209.946	3.541
38.000	209.946	3.541
38.200	209.946	3.541
38.400	209.945	3.541
38.600	209.946	3.541
38.800	209.946	3.541
39.000	209.946	3.541
39.200	209.947	3.541
39.400	209.946	3.541
39.600	209.946	3.541
39.800	209.946	3.541
40.000	209.947	3.541
40.200	209.947	3.541
40.400	209.945	3.541
40.600	209.946	3.541
40.800	209.947	3.541
41.000	209.947	3.541
41.200	209.947	3.541
41.400	209.946	3.541
41.600	209.947	3.541
41.800	209.947	3.541
42.000	209.947	3.541
42.200	209.947	3.541
42.400	209.948	3.541
42.600	209.945	3.541
42.800	209.946	3.541
43.000	209.945	3.541
43.200	209.945	3.541
43.400	209.947	3.541
43.600	209.946	3.541
43.800	209.945	3.541
44.000	209.944	3.541
44.200	209.944	3.541
44.400	209.943	3.541
44.600	209.944	3.541
44.800	209.946	3.541
45.000	209.944	3.541
45.200	209.946	3.541
45.400	209.946	3.541
45.600	209.944	3.541
45.800	209.945	3.541
46.000	209.944	3.541
46.200	209.944	3.541
46.400	209.945	3.541
46.600	209.946	3.541
46.800	209.946	3.541
47.000	209.946	3.541
47.200	209.945	3.541
47.400	209.945	3.541
47.600	209.945	3.541
47.800	209.943	3.541
48.000	209.945	3.541
48.200	209.945	3.541
48.400	209.946	3.541
48.600	209.945	3.541
48.800	209.944	3.541
49.000	209.944	3.541
49.200	209.945	3.541
49.400	209.946	3.541
49.600	209.947	3.541
49.800	209.946	3.541
50.000	209.946	3.541
50.200	209.945	3.541
50.400	209.946	3.541
50.600	209.946	3.541
50.800	209.946	3.541
51.000	209.948	3.542
51.200	209.947	3.542
51.400	209.947	3.542
51.600	209.945	3.542
51.800	209.945	3.542
52.000	209.946	3.542
52.200	209.947	3.542
52.400	209.946	3.542
52.600	209.945	3.542
52.800	209.945	3.542
53.000	209.945	3.542
53.200	209.943	3.542
53.400	209.944	3.542
53.600	209.944	3.542
53.800	209.946	3.542
54.000	209.942	3.542
54.200	209.945	3.542
54.400	209.944	3.542
54.600	209.945	3.542
54.800	209.945	3.542
55.000	209.944	3.542
55.200	209.945	3.542
55.400	209.945	3.542
55.600	209.947	3.542
55.800	209.946	3.542
56.000	209.945	3.542
56.200	209.945	3.542
56.400	209.946	3.542
56.600	209.947	3.542
56.800	209.947	3.542
57.000	209.945	3.542
57.200	209.945	3.542
57.400	209.943	3.542
57.600	209.943	3.542
57.800	209.944	3.542
58.000	209.945	3.542
58.200	209.947	3.542
58.400	209.945	3.542
58.600	209.944	3.542
58.800	209.943	3.542
59.000	209.944	3.542
59.200	209.945	3.542
59.400	209.943	3.542
59.600	209.944	3.542
59.800	209.944	3.542
60.000	209.943	3.542
60.200	209.943	3.542
60.400	209.943	3.542
60.600	209.944	3.542
60.800	209.943	3.542
