time /s	I /mA	E /V
0.200	209.579	3.465
0.400	209.878	3.465
0.600	209.896	3.465
0.800	209.903	3.465
1.000	209.908	3.465
1.200	209.911	3.465
1.400	209.915	3.465
1.600	209.914	3.465
1.800	209.916	3.465
2.000	209.915	3.465
2.200	209.918	3.465
2.400	209.919	3.465
2.600	209.920	3.465
2.800	209.921	3.465
3.000	209.921	3.465
3.200	209.920	3.466
3.400	209.920	3.466
3.600	209.920	3.466
3.800	209.923	3.466
4.000	209.924	3.466
4.200	209.923	3.466
4.400	209.924	3.466
4.600	209.923	3.466
4.800	209.923	3.466
5.000	209.921	3.466
5.200	209.922	3.466
5.400	209.922	3.466
5.600	209.924	3.466
5.800	209.921	3.466
6.000	209.923	3.466
6.200	209.922	3.466
6.400	209.923	3.466
6.600	209.925	3.466
6.800	209.923	3.466
7.000	209.925	3.466
7.200	209.925	3.466
7.400	209.923	3.466
7.600	209.922	3.466
7.800	209.924	3.466
8.000	209.926	3.467
8.200	209.925	3.467
8.400	209.925	3.467
8.600	209.924	3.467
8.800	209.925	3.467
9.000	209.926	3.467
9.200	209.924	3.467
9.400	209.926	3.467
9.600	209.927	3.467
9.800	209.925	3.467
10.000	209.926	3.467
10.200	209.926	3.467
10.400	209.923	3.467
10.600	209.924	3.467
10.800	209.924	3.467
11.000	209.925	3.467
11.200	209.922	3.467
11.400	209.923	3.467
11.600	209.923	3.467
11.800	209.926	3.467
12.000	209.926	3.467
12.200	209.924	3.467
12.400	209.924	3.467
12.600	209.923	3.467
12.800	209.925	3.467
13.000	209.925	3.467
13.200	209.923	3.467
13.400	209.926	3.467
13.600	209.926	3.467
13.800	209.927	3.467
14.000	209.924	3.467
14.200	209.926	3.467
14.400	209.926	3.467
14.600	209.927	3.467
14.800	209.925	3.468
15.000	209.926	3.468
15.200	209.927	3.468
15.400	209.926	3.468
15.600	209.926	3.468
15.800	209.926	3.468
16.000	209.927	3.468
16.200	209.925	3.468
16.400	209.926	3.468
16.600	209.926	3.468
16.800	209.928	3.468
17.000	209.926	3.468
17.200	209.926	3.468
17.400	209.928	3.468
17.600	209.928	3.468
17.800	209.928	3.468
18.000	209.929	3.468
18.200	209.927	3.468
18.400	209.926	3.468
18.600	209.926	3.468
18.800	209.925	3.468
19.000	209.923	3.468
19.200	209.925	3.468
19.400	209.925	3.468
19.600	209.926	3.468
19.800	209.925	3.468
20.000	209.927	3.468
20.200	209.927	3.468
20.400	209.928	3.468
20.600	209.926	3.468
20.800	209.927	3.468
21.000	209.927	3.468
21.200	209.926	3.468
21.400	209.927	3.468
21.600	209.926	3.468
21.800	209.925	3.468
22.000	209.927	3.468
22.200	209.925	3.468
22.400	209.926	3.468
22.600	209.925	3.468
22.800	209.924	3.468
23.000	209.926	3.468
23.200	209.926	3.468
23.400	209.925	3.469
23.600	209.926	3.469
23.800	209.926	3.469
24.000	209.926	3.469
24.200	209.927	3.469
24.400	209.928	3.469
24.600	209.928	3.469
24.800	209.927	3.469
25.000	209.926	3.469
25.200	209.927	3.469
25.400	209.925	3.469
25.600	209.926	3.469
25.800	209.927	3.469
26.000	209.925	3.469
26.200	209.928	3.469
26.400	209.926	3.469
26.600	209.929	3.469
26.800	209.926	3.469
27.000	209.927	3.469
27.200	209.926	3.469
27.400	209.927	3.469
27.600	209.927	3.469
27.800	209.928	3.469
28.000	209.927	3.469
28.200	209.926	3.469
28.400	209.924	3.469
28.600	209.925	3.469
28.800	209.925	3.469
29.000	209.928	3.469
29.200	209.929	3.469
29.400	209.928	3.469
29.600	209.928	3.469
29.800	209.926	3.469
30.000	209.926	3.469
30.200	209.926	3.469
30.400	209.926	3.469
30.600	209.925	3.469
30.800	209.926	3.469
31.000	209.927	3.469
31.200	209.927	3.469
31.400	209.926	3.469
31.600	209.924	3.469
31.800	209.926	3.469
32.000	209.926	3.469
32.200	209.925	3.469
32.400	209.925	3.469
32.600	209.926	3.469
32.800	209.926	3.469
33.000	209.926	3.469
33.200	209.926	3.469
33.400	209.927	3.469
33.600	209.924	3.470
33.800	209.925	3.470
34.000	209.925	3.470
34.200	209.928	3.470
34.400	209.926	3.470
34.600	209.926	3.470
34.800	209.927	3.470
35.000	209.924	3.470
35.200	209.924	3.470
35.400	209.925	3.470
35.600	209.925	3.470
35.800	209.926	3.470
36.000	209.926	3.470
36.200	209.927	3.470
36.400	209.925	3.470
36.600	209.926	3.470
36.800	209.925	3.470
37.000	209.926	3.470
37.200	209.925	3.470
37.400	209.926	3.470
37.600	209.927	3.470
37.800	209.926	3.470
38.000	209.928	3.470
38.200	209.927	3.470
38.400	209.925	3.470
38.600	209.926	3.470
38.800	209.925	3.470
39.000	209.927	3.470
39.200	209.925	3.470
39.400	209.925	3.470
39.600	209.926	3.470
39.800	209.925	3.470
40.000	209.927	3.470
40.200	209.925	3.470
40.400	209.927	3.470
40.600	209.927	3.470
40.800	209.926	3.470
41.000	209.926	3.470
41.200	209.927	3.470
41.400	209.926	3.470
41.600	209.926	3.470
41.800	209.925	3.470
42.000	209.927	3.470
42.200	209.924	3.470
42.400	209.926	3.470
42.600	209.925	3.470
42.800	209.927	3.470
43.000	209.926	3.470
43.200	209.926	3.470
43.400	209.926	3.470
43.600	209.926	3.470
43.800	209.926	3.470
44.000	209.927	3.470
44.200	209.926	3.470
44.400	209.924	3.470
44.600	209.926	3.470
44.800	209.925	3.470
45.000	209.926	3.470
45.200	209.925	3.471
45.400	209.929	3.471
45.600	209.928	3.471
45.800	209.926	3.471
46.000	209.926	3.471
46.200	209.927	3.471
46.400	209.927	3.471
46.600	209.926	3.471
46.800	209.926	3.471
47.000	209.926	3.471
47.200	209.923	3.471
47.400	209.924	3.471
47.600	209.926	3.471
47.800	209.925	3.471
48.000	209.925	3.471
48.200	209.925	3.471
48.400	209.924	3.471
48.600	209.926	3.471
48.800	209.926	3.471
49.000	209.926	3.471
49.200	209.926	3.471
49.400	209.924	3.471
49.600	209.924	3.471
49.800	209.925	3.471
50.000	209.929	3.471
50.200	209.928	3.471
50.400	209.926	3.471
50.600	209.926	3.471
50.800	209.927	3.471
51.000	209.926	3.471
51.200	209.926	3.471
51.400	209.924	3.471
51.600	209.926	3.471
51.800	209.925	3.471
52.000	209.926	3.471
52.200	209.924	3.471
52.400	209.926	3.471
52.600	209.928	3.471
52.800	209.927	3.471
53.000	209.926	3.471
53.200	209.926	3.471
53.400	209.927	3.471
53.600	209.926	3.471
53.800	209.926	3.471
54.000	209.926	3.471
54.200	209.924	3.471
54.400	209.927	3.471
54.600	209.926	3.471
54.800	209.926	3.471
55.000	209.926	3.471
55.200	209.927	3.471
55.400	209.925	3.471
55.600	209.925	3.471
55.800	209.926	3.471
56.000	209.925	3.471
56.200	209.927	3.471
56.400	209.926	3.471
56.600	209.927	3.471
56.800	209.926	3.471
57.000	209.927	3.471
57.200	209.927	3.471
57.400	209.928	3.471
57.600	209.926	3.471
57.800	209.926	3.471
58.000	209.929	3.471
58.200	209.926	3.471
58.400	209.927	3.471
58.600	209.926	3.471
58.800	209.927	3.471
59.000	209.926	3.471
59.200	209.928	3.471
59.400	209.926	3.471
59.600	209.927	3.471
59.800	209.927	3.471
60.000	209.927	3.471
60.200	209.927	3.472
60.400	209.927	3.471
60.600	209.925	3.472
60.800	209.928	3.472
61.000	209.928	3.472
61.200	209.928	3.472
61.400	209.927	3.472
61.600	209.927	3.472
61.800	209.927	3.472
62.000	209.926	3.472
62.200	209.928	3.472
62.400	209.928	3.472
62.600	209.927	3.472
62.800	209.929	3.472
63.000	209.927	3.472
63.200	209.927	3.472
63.400	209.929	3.472
63.600	209.928	3.472
63.800	209.929	3.472
64.000	209.930	3.472
64.200	209.929	3.472
64.400	209.930	3.472
64.600	209.929	3.472
64.800	209.928	3.472
65.000	209.930	3.472
65.200	209.931	3.472
65.400	209.929	3.472
65.600	209.928	3.472
65.800	209.928	3.472
66.000	209.930	3.472
66.200	209.928	3.472
66.400	209.929	3.472
66.600	209.929	3.472
66.800	209.929	3.472
67.000	209.929	3.472
67.200	209.928	3.472
67.400	209.929	3.472
67.600	209.929	3.472
67.800	209.930	3.472
68.000	209.930	3.472
68.200	209.931	3.472
68.400	209.931	3.472
68.600	209.932	3.472
68.800	209.929	3.472
69.000	209.928	3.472
69.200	209.928	3.472
69.400	209.928	3.472
69.600	209.927	3.472
69.800	209.928	3.472
70.000	209.928	3.472
70.200	209.926	3.472
70.400	209.927	3.472
70.600	209.930	3.472
70.800	209.929	3.472
71.000	209.927	3.472
71.200	209.930	3.472
71.400	209.928	3.472
71.600	209.930	3.472
71.800	209.929	3.472
72.000	209.931	3.472
72.200	209.929	3.472
72.400	209.930	3.472
72.600	209.929	3.472
72.800	209.931	3.472
73.000	209.930	3.472
73.200	209.929	3.472
73.400	209.929	3.472
73.600	209.931	3.472
73.800	209.932	3.472
74.000	209.929	3.472
74.200	209.931	3.472
74.400	209.930	3.472
74.600	209.929	3.472
74.800	209.930	3.473
75.000	209.932	3.473
75.200	209.931	3.473
75.400	209.931	3.473
75.600	209.931	3.473
75.800	209.929	3.473
76.000	209.930	3.473
76.200	209.929	3.473
76.400	209.928	3.473
76.600	209.930	3.473
76.800	209.929	3.473
77.000	209.929	3.473
77.200	209.930	3.473
77.400	209.929	3.473
77.600	209.929	3.473
77.800	209.929	3.473
78.000	209.927	3.473
78.200	209.927	3.473
78.400	209.928	3.473
78.600	209.929	3.473
78.800	209.929	3.473
79.000	209.929	3.473
79.200	209.928	3.473
79.400	209.926	3.473
79.600	209.929	3.473
79.800	209.930	3.473
80.000	209.929	3.473
80.200	209.929	3.473
80.400	209.928	3.473
80.600	209.928	3.473
80.800	209.930	3.473
81.000	209.928	3.473
81.200	209.929	3.473
81.400	209.928	3.473
81.600	209.927	3.473
81.800	209.928	3.473
82.000	209.928	3.473
82.200	209.928	3.473
82.400	209.927	3.473
82.600	209.929	3.473
82.800	209.928	3.473
83.000	209.929	3.473
83.200	209.928	3.473
83.400	209.927	3.473
83.600	209.928	3.473
83.800	209.931	3.473
84.000	209.929	3.473
84.200	209.928	3.473
84.400	209.926	3.473
84.600	209.927	3.473
84.800	209.928	3.473
85.000	209.926	3.473
85.200	209.928	3.473
85.400	209.928	3.473
85.600	209.929	3.473
85.800	209.928	3.473
86.000	209.929	3.473
86.200	209.929	3.473
86.400	209.928	3.473
86.600	209.928	3.473
86.800	209.928	3.473
87.000	209.929	3.473
87.200	209.929	3.473
87.400	209.929	3.473
87.600	209.930	3.473
87.800	209.931	3.473
88.000	209.928	3.473
88.200	209.929	3.473
88.400	209.927	3.473
88.600	209.930	3.473
88.800	209.928	3.473
89.000	209.927	3.473
89.200	209.926	3.473
89.400	209.928	3.473
89.600	209.930	3.473
89.800	209.930	3.473
90.000	209.930	3.473
90.200	209.930	3.473
90.400	209.930	3.473
90.600	209.929	3.473
90.800	209.930	3.473
91.000	209.929	3.473
91.200	209.930	3.473
91.400	209.929	3.473
91.600	209.929	3.473
91.800	209.929	3.473
92.000	209.929	3.473
92.200	209.929	3.474
92.400	209.929	3.474
92.600	209.927	3.474
92.800	209.928	3.474
93.000	209.927	3.474
93.200	209.928	3.474
93.400	209.926	3.474
93.600	209.928	3.474
93.800	209.929	3.474
94.000	209.927	3.474
94.200	209.928	3.474
94.400	209.929	3.474
94.600	209.928	3.474
94.800	209.927	3.474
95.000	209.928	3.474
95.200	209.929	3.474
95.400	209.929	3.474
95.600	209.927	3.474
95.800	209.929	3.474
96.000	209.929	3.474
96.200	209.929	3.474
96.400	209.929	3.474
96.600	209.928	3.474
96.800	209.929	3.474
97.000	209.928	3.474
97.200	209.930	3.474
97.400	209.927	3.474
97.600	209.928	3.474
97.800	209.928	3.474
98.000	209.930	3.474
98.200	209.929	3.474
98.400	209.930	3.474
98.600	209.928	3.474
98.800	209.930	3.474
99.000	209.930	3.474
99.200	209.928	3.474
99.400	209.930	3.474
99.600	209.931	3.474
99.800	209.928	3.474
100.000	209.927	3.474
100.200	209.928	3.474
100.400	209.929	3.474
100.600	209.930	3.474
100.800	209.931	3.474
101.000	209.930	3.474
101.200	209.930	3.474
101.400	209.930	3.474
101.600	209.930	3.474
101.800	209.930	3.474
102.000	209.929	3.474
102.200	209.931	3.474
102.400	209.930	3.474
102.600	209.930	3.474
102.800	209.930	3.474
103.000	209.930	3.474
103.200	209.930	3.474
103.400	209.930	3.474
103.600	209.930	3.474
103.800	209.932	3.474
104.000	209.931	3.474
104.200	209.932	3.474
104.400	209.930	3.474
104.600	209.931	3.474
104.800	209.929	3.474
105.000	209.931	3.474
105.200	209.931	3.474
105.400	209.929	3.474
105.600	209.928	3.474
105.800	209.928	3.474
106.000	209.930	3.474
106.200	209.932	3.474
106.400	209.931	3.474
106.600	209.930	3.474
106.800	209.930	3.474
107.000	209.929	3.474
107.200	209.929	3.474
107.400	209.930	3.474
107.600	209.929	3.474
107.800	209.929	3.474
108.000	209.929	3.474
108.200	209.928	3.474
108.400	209.931	3.474
108.600	209.929	3.474
108.800	209.927	3.474
109.000	209.929	3.474
109.200	209.929	3.474
109.400	209.928	3.474
109.600	209.927	3.474
109.800	209.929	3.474
110.000	209.927	3.474
110.200	209.927	3.474
110.400	209.928	3.474
110.600	209.925	3.474
110.800	209.926	3.474
111.000	209.926	3.474
111.200	209.927	3.474
111.400	209.925	3.474
111.600	209.925	3.474
111.800	209.926	3.474
112.000	209.928	3.474
112.200	209.929	3.475
112.400	209.930	3.475
112.600	209.928	3.475
112.800	209.929	3.475
113.000	209.928	3.475
113.200	209.928	3.475
113.400	209.927	3.475
113.600	209.927	3.475
113.800	209.926	3.475
114.000	209.929	3.475
114.200	209.927	3.475
114.400	209.928	3.475
114.600	209.928	3.475
114.800	209.927	3.475
115.000	209.929	3.475
115.200	209.928	3.475
115.400	209.928	3.475
115.600	209.928	3.475
115.800	209.929	3.475
116.000	209.928	3.475
