time /s	I /mA	E /V
0.200	-418.610	3.620
0.400	-419.251	3.621
0.600	-419.298	3.621
0.800	-419.316	3.621
1.000	-419.327	3.621
1.200	-419.336	3.621
1.400	-419.337	3.621
1.600	-419.347	3.621
1.800	-419.350	3.621
2.000	-419.363	3.621
2.200	-419.362	3.621
2.400	-419.366	3.621
2.600	-419.371	3.621
2.800	-419.363	3.621
3.000	-419.365	3.620
3.200	-419.363	3.620
3.400	-419.361	3.620
3.600	-419.360	3.620
3.800	-419.371	3.620
4.000	-419.360	3.620
4.200	-419.362	3.620
4.400	-419.374	3.620
4.600	-419.378	3.620
4.800	-419.364	3.620
5.000	-419.397	3.620
5.200	-419.394	3.620
5.400	-419.368	3.620
5.600	-419.378	3.620
5.800	-419.376	3.620
6.000	-419.382	3.620
6.200	-419.389	3.619
6.400	-419.378	3.619
6.600	-419.377	3.619
6.800	-419.382	3.619
7.000	-419.390	3.619
7.200	-419.388	3.619
7.400	-419.376	3.619
7.600	-419.385	3.619
7.800	-419.390	3.619
8.000	-419.396	3.619
8.200	-419.383	3.619
8.400	-419.374	3.619
8.600	-419.390	3.619
8.800	-419.382	3.619
9.000	-419.375	3.619
9.200	-419.387	3.619
9.400	-419.397	3.619
9.600	-419.378	3.619
9.800	-419.384	3.619
10.000	-419.383	3.619
10.200	-419.377	3.619
10.400	-419.372	3.619
10.600	-419.369	3.619
10.800	-419.360	3.618
11.000	-419.377	3.618
11.200	-419.381	3.618
11.400	-419.382	3.618
11.600	-419.375	3.618
11.800	-419.395	3.618
12.000	-419.383	3.618
12.200	-419.375	3.618
12.400	-419.359	3.618
12.600	-419.390	3.618
12.800	-419.381	3.618
13.000	-419.389	3.618
13.200	-419.390	3.618
13.400	-419.380	3.618
13.600	-419.380	3.618
13.800	-419.390	3.618
14.000	-419.372	3.618
14.200	-419.384	3.618
14.400	-419.382	3.618
14.600	-419.371	3.618
14.800	-419.377	3.618
15.000	-419.391	3.618
15.200	-419.383	3.618
15.400	-419.381	3.617
15.600	-419.380	3.617
15.800	-419.371	3.617
16.000	-419.377	3.617
16.200	-419.382	3.617
16.400	-419.358	3.617
16.600	-419.371	3.617
16.800	-419.389	3.617
17.000	-419.373	3.617
17.200	-419.373	3.617
17.400	-419.362	3.617
17.600	-419.368	3.617
17.800	-419.364	3.617
18.000	-419.377	3.617
18.200	-419.373	3.617
18.400	-419.380	3.617
18.600	-419.380	3.617
18.800	-419.374	3.617
19.000	-419.373	3.617
19.200	-419.366	3.617
19.400	-419.402	3.617
19.600	-419.381	3.617
19.800	-419.402	3.617
20.000	-419.394	3.617
20.200	-419.374	3.617
20.400	-419.378	3.617
20.600	-419.394	3.617
20.800	-419.392	3.617
21.000	-419.394	3.617
21.200	-419.387	3.617
21.400	-419.385	3.616
21.600	-419.396	3.616
21.800	-419.380	3.616
22.000	-419.396	3.616
22.200	-419.377	3.616
22.400	-419.411	3.616
22.600	-419.399	3.616
22.800	-419.390	3.616
23.000	-419.381	3.616
23.200	-419.390	3.616
23.400	-419.388	3.616
23.600	-419.390	3.616
23.800	-419.396	3.616
24.000	-419.382	3.616
24.200	-419.394	3.616
24.400	-419.377	3.616
24.600	-419.399	3.616
24.800	-419.389	3.616
25.000	-419.382	3.616
25.200	-419.390	3.616
25.400	-419.390	3.616
25.600	-419.368	3.616
25.800	-419.377	3.616
26.000	-419.362	3.616
26.200	-419.386	3.616
26.400	-419.383	3.616
26.600	-419.390	3.616
26.800	-419.394	3.616
27.000	-419.375	3.616
27.200	-419.379	3.616
27.400	-419.387	3.616
27.600	-419.377	3.616
27.800	-419.385	3.616
28.000	-419.388	3.616
28.200	-419.393	3.616
28.400	-419.391	3.616
28.600	-419.399	3.615
28.800	-419.400	3.615
29.000	-419.395	3.615
29.200	-419.400	3.615
29.400	-419.397	3.615
29.600	-419.391	3.615
29.800	-419.396	3.615
30.000	-419.388	3.615
30.200	-419.387	3.615
30.400	-419.377	3.615
30.600	-419.390	3.615
30.800	-419.395	3.615
31.000	-419.382	3.615
31.200	-419.378	3.615
31.400	-419.373	3.615
31.600	-419.387	3.615
31.800	-419.395	3.615
32.000	-419.383	3.615
32.200	-419.379	3.615
32.400	-419.385	3.615
32.600	-419.378	3.615
32.800	-419.386	3.615
33.000	-419.385	3.615
33.200	-419.385	3.615
33.400	-419.370	3.615
33.600	-419.373	3.615
33.800	-419.375	3.615
34.000	-419.363	3.615
34.200	-419.367	3.615
34.400	-419.366	3.615
34.600	-419.380	3.615
34.800	-419.374	3.615
35.000	-419.371	3.615
35.200	-419.361	3.615
35.400	-419.380	3.615
35.600	-419.377	3.615
35.800	-419.386	3.615
36.000	-419.361	3.615
36.200	-419.374	3.615
36.400	-419.381	3.615
36.600	-419.389	3.615
36.800	-419.358	3.615
37.000	-419.372	3.614
37.200	-419.382	3.614
37.400	-419.370	3.614
37.600	-419.359	3.614
37.800	-419.365	3.614
38.000	-419.382	3.614
38.200	-419.370	3.614
38.400	-419.388	3.614
38.600	-419.380	3.614
38.800	-419.385	3.614
39.000	-419.373	3.614
39.200	-419.390	3.614
39.400	-419.384	3.614
39.600	-419.379	3.614
39.800	-419.396	3.614
40.000	-419.390	3.614
40.200	-419.389	3.614
40.400	-419.378	3.614
40.600	-419.389	3.614
40.800	-419.384	3.614
41.000	-419.390	3.614
41.200	-419.401	3.614
41.400	-419.384	3.614
41.600	-419.385	3.614
41.800	-419.396	3.614
42.000	-419.398	3.614
42.200	-419.378	3.614
42.400	-419.386	3.614
42.600	-419.380	3.614
42.800	-419.373	3.614
43.000	-419.387	3.614
43.200	-419.379	3.614
43.400	-419.367	3.614
43.600	-419.379	3.614
43.800	-419.378	3.614
44.000	-419.396	3.614
44.200	-419.388	3.614
44.400	-419.369	3.614
44.600	-419.393	3.614
44.800	-419.385	3.614
45.000	-419.382	3.614
45.200	-419.370	3.614
45.400	-419.370	3.614
45.600	-419.391	3.614
45.800	-419.380	3.614
46.000	-419.391	3.614
46.200	-419.376	3.614
46.400	-419.395	3.614
46.600	-419.400	3.613
46.800	-419.374	3.613
47.000	-419.364	3.613
47.200	-419.375	3.613
47.400	-419.405	3.613
47.600	-419.394	3.613
47.800	-419.396	3.613
48.000	-419.386	3.613
48.200	-419.398	3.613
48.400	-419.397	3.613
