time /s	I /mA	E /V
0.200	-418.904	3.587
0.400	-419.421	3.587
0.600	-419.446	3.587
0.800	-419.468	3.587
1.000	-419.490	3.587
1.200	-419.469	3.587
1.400	-419.488	3.586
1.600	-419.472	3.586
1.800	-419.480	3.586
2.000	-419.486	3.586
2.200	-419.489	3.586
2.400	-419.503	3.586
2.600	-419.497	3.586
2.800	-419.510	3.586
3.000	-419.508	3.586
3.200	-419.501	3.586
3.400	-419.502	3.586
3.600	-419.504	3.586
3.800	-419.506	3.586
4.000	-419.509	3.586
4.200	-419.507	3.585
4.400	-419.502	3.585
4.600	-419.500	3.585
4.800	-419.497	3.585
5.000	-419.508	3.585
5.200	-419.487	3.585
5.400	-419.508	3.585
5.600	-419.506	3.585
5.800	-419.492	3.585
6.000	-419.509	3.585
6.200	-419.511	3.585
6.400	-419.506	3.585
6.600	-419.507	3.585
6.800	-419.494	3.585
7.000	-419.504	3.585
7.200	-419.492	3.585
7.400	-419.510	3.585
7.600	-419.525	3.584
7.800	-419.543	3.584
8.000	-419.506	3.584
8.200	-419.506	3.584
8.400	-419.501	3.584
8.600	-419.495	3.584
8.800	-419.494	3.584
9.000	-419.500	3.584
9.200	-419.507	3.584
9.400	-419.503	3.584
9.600	-419.498	3.584
9.800	-419.510	3.584
10.000	-419.501	3.584
10.200	-419.500	3.584
10.400	-419.493	3.584
10.600	-419.501	3.584
10.800	-419.504	3.584
11.000	-419.504	3.584
11.200	-419.499	3.584
11.400	-419.507	3.584
11.600	-419.507	3.584
11.800	-419.491	3.583
12.000	-419.509	3.583
12.200	-419.498	3.583
12.400	-419.494	3.583
12.600	-419.499	3.583
12.800	-419.491	3.583
13.000	-419.493	3.583
13.200	-419.499	3.583
13.400	-419.484	3.583
13.600	-419.496	3.583
13.800	-419.516	3.583
14.000	-419.501	3.583
14.200	-419.487	3.583
14.400	-419.496	3.583
14.600	-419.496	3.583
14.800	-419.505	3.583
15.000	-419.520	3.583
15.200	-419.500	3.583
15.400	-419.512	3.583
15.600	-419.505	3.583
15.800	-419.514	3.583
16.000	-419.511	3.583
16.200	-419.533	3.583
16.400	-419.524	3.583
16.600	-419.509	3.583
16.800	-419.528	3.583
17.000	-419.516	3.583
17.200	-419.527	3.583
17.400	-419.497	3.583
17.600	-419.525	3.583
17.800	-419.503	3.583
18.000	-419.523	3.582
18.200	-419.548	3.582
18.400	-419.525	3.582
18.600	-419.501	3.582
18.800	-419.506	3.582
19.000	-419.513	3.582
19.200	-419.523	3.582
19.400	-419.516	3.582
19.600	-419.498	3.582
19.800	-419.501	3.582
20.000	-419.523	3.582
20.200	-419.525	3.582
20.400	-419.499	3.582
20.600	-419.504	3.582
20.800	-419.509	3.582
21.000	-419.522	3.582
21.200	-419.504	3.582
21.400	-419.524	3.582
21.600	-419.528	3.582
21.800	-419.526	3.582
22.000	-419.508	3.582
22.200	-419.518	3.582
22.400	-419.508	3.582
22.600	-419.521	3.582
22.800	-419.516	3.582
23.000	-419.516	3.582
23.200	-419.524	3.582
23.400	-419.541	3.582
23.600	-419.515	3.582
23.800	-419.524	3.582
24.000	-419.527	3.582
24.200	-419.504	3.582
24.400	-419.542	3.582
24.600	-419.530	3.582
24.800	-419.541	3.581
25.000	-419.515	3.581
25.200	-419.501	3.581
25.400	-419.514	3.581
25.600	-419.521	3.581
25.800	-419.535	3.581
26.000	-419.518	3.581
26.200	-419.511	3.581
26.400	-419.534	3.581
26.600	-419.519	3.581
26.800	-419.533	3.581
27.000	-419.502	3.581
27.200	-419.536	3.581
27.400	-419.529	3.581
27.600	-419.539	3.581
27.800	-419.540	3.581
28.000	-419.522	3.581
28.200	-419.509	3.581
28.400	-419.526	3.581
28.600	-419.529	3.581
28.800	-419.509	3.581
29.000	-419.514	3.581
29.200	-419.515	3.581
29.400	-419.502	3.581
29.600	-419.548	3.581
29.800	-419.524	3.581
30.000	-419.519	3.581
30.200	-419.495	3.581
30.400	-419.519	3.581
30.600	-419.530	3.581
30.800	-419.512	3.581
31.000	-419.513	3.581
31.200	-419.519	3.581
31.400	-419.519	3.581
31.600	-419.510	3.581
31.800	-419.511	3.581
32.000	-419.512	3.580
32.200	-419.492	3.581
32.400	-419.504	3.580
32.600	-419.503	3.580
32.800	-419.510	3.580
33.000	-419.519	3.580
33.200	-419.506	3.580
33.400	-419.502	3.580
33.600	-419.509	3.580
33.800	-419.520	3.580
34.000	-419.521	3.580
34.200	-419.523	3.580
34.400	-419.516	3.580
34.600	-419.525	3.580
34.800	-419.496	3.580
35.000	-419.522	3.580
35.200	-419.514	3.580
35.400	-419.528	3.580
35.600	-419.512	3.580
35.800	-419.520	3.580
36.000	-419.520	3.580
36.200	-419.508	3.580
36.400	-419.519	3.580
36.600	-419.530	3.580
36.800	-419.520	3.580
37.000	-419.534	3.580
37.200	-419.517	3.580
37.400	-419.513	3.580
37.600	-419.514	3.580
37.800	-419.518	3.580
38.000	-419.511	3.580
38.200	-419.528	3.580
38.400	-419.525	3.580
38.600	-419.521	3.580
38.800	-419.540	3.580
39.000	-419.533	3.580
39.200	-419.534	3.580
39.400	-419.546	3.580
39.600	-419.540	3.580
39.800	-419.545	3.580
40.000	-419.524	3.580
40.200	-419.545	3.580
40.400	-419.557	3.580
40.600	-419.538	3.580
40.800	-419.522	3.580
41.000	-419.532	3.580
41.200	-419.535	3.580
