time /s	I /mA	E /V
0.200	-418.883	3.685
0.400	-419.426	3.685
0.600	-419.441	3.685
0.800	-419.449	3.684
1.000	-419.477	3.684
1.200	-419.483	3.684
1.400	-419.496	3.684
1.600	-419.508	3.684
1.800	-419.500	3.684
2.000	-419.468	3.684
2.200	-419.492	3.683
2.400	-419.490	3.683
2.600	-419.495	3.683
2.800	-419.495	3.683
3.000	-419.501	3.683
3.200	-419.503	3.683
3.400	-419.496	3.683
3.600	-419.494	3.683
3.800	-419.492	3.683
4.000	-419.499	3.682
4.200	-419.517	3.682
4.400	-419.530	3.682
4.600	-419.520	3.682
4.800	-419.493	3.682
5.000	-419.497	3.682
5.200	-419.519	3.682
5.400	-419.522	3.682
5.600	-419.513	3.682
5.800	-419.502	3.682
6.000	-419.506	3.682
6.200	-419.509	3.682
6.400	-419.505	3.681
6.600	-419.503	3.681
6.800	-419.522	3.681
7.000	-419.519	3.681
7.200	-419.497	3.681
7.400	-419.506	3.681
7.600	-419.515	3.681
7.800	-419.510	3.681
8.000	-419.497	3.681
8.200	-419.504	3.681
8.400	-419.508	3.681
8.600	-419.508	3.681
8.800	-419.516	3.681
9.000	-419.506	3.681
9.200	-419.505	3.680
9.400	-419.492	3.680
9.600	-419.516	3.680
9.800	-419.522	3.680
10.000	-419.510	3.680
10.200	-419.505	3.680
10.400	-419.509	3.680
10.600	-419.515	3.680
10.800	-419.511	3.680
11.000	-419.511	3.680
11.200	-419.523	3.680
11.400	-419.520	3.680
11.600	-419.518	3.680
11.800	-419.513	3.680
12.000	-419.530	3.680
12.200	-419.515	3.679
12.400	-419.509	3.679
12.600	-419.528	3.679
12.800	-419.506	3.679
13.000	-419.516	3.679
13.200	-419.502	3.679
13.400	-419.517	3.679
13.600	-419.515	3.679
13.800	-419.517	3.679
14.000	-419.504	3.679
14.200	-419.506	3.679
14.400	-419.509	3.679
14.600	-419.521	3.679
14.800	-419.529	3.679
15.000	-419.525	3.679
15.200	-419.519	3.679
15.400	-419.516	3.678
15.600	-419.513	3.678
15.800	-419.517	3.678
16.000	-419.516	3.678
16.200	-419.524	3.678
16.400	-419.519	3.678
16.600	-419.504	3.678
16.800	-419.518	3.678
17.000	-419.541	3.678
17.200	-419.528	3.678
17.400	-419.534	3.678
17.600	-419.531	3.678
17.800	-419.532	3.678
18.000	-419.514	3.678
18.200	-419.521	3.678
18.400	-419.526	3.678
18.600	-419.531	3.678
18.800	-419.509	3.678
19.000	-419.526	3.677
19.200	-419.536	3.677
19.400	-419.531	3.677
19.600	-419.525	3.677
19.800	-419.519	3.677
20.000	-419.517	3.677
20.200	-419.503	3.677
20.400	-419.521	3.677
20.600	-419.512	3.677
20.800	-419.517	3.677
21.000	-419.522	3.677
21.200	-419.497	3.677
21.400	-419.508	3.677
21.600	-419.508	3.677
21.800	-419.501	3.677
22.000	-419.495	3.677
22.200	-419.507	3.677
22.400	-419.507	3.677
22.600	-419.496	3.677
22.800	-419.504	3.677
23.000	-419.507	3.676
23.200	-419.509	3.676
23.400	-419.517	3.676
23.600	-419.520	3.676
23.800	-419.513	3.676
24.000	-419.495	3.676
24.200	-419.524	3.676
24.400	-419.510	3.676
24.600	-419.521	3.676
24.800	-419.505	3.676
25.000	-419.518	3.676
25.200	-419.512	3.676
